Name,Type,Address,Postal Code,Latitude,Longitude,Washroom,Product,Neighbourhood,neighbourhood_code,neighbourhood_name
BRAMBER WOODS PARK,Park,15 Bramber Rd,M1C 1N4,43.78903,-79.1675,0.0,0,,134,Highland Creek
HILLSBOROUGH PARK,Park,94 Corporate Dr,M1H 3G6,43.78053,-79.2485,0.0,0,,142,Woburn North
CAMPBELL AVENUE PARK,Park,225 Campbell Ave,M6P 3V5,43.66299,-79.4484,1.0,0,,171,Junction-Wallace Emerson
CENTENNIAL PARK - SCARBOROUGH,Park,225 Centennial Rd,M1C 2A2,43.78485,-79.1493,0.0,0,,133,Centennial Scarborough
DENISON PARK,Park,108 Denison Rd W,M9N 1C2,43.69412,-79.5118,0.0,0,,113,Weston
LIVINGSTONE PARK,Park,21 Woodville Ave,M4K 2J5,43.69128,-79.3538,0.0,0,,57,Broadview North
HILLINGDON - WOODROW PARKETTE,Park,64 Woodrow Ave,M4C 1G7,43.6827,-79.3205,0.0,0,,64,Woodbine Corridor
SERGEANT RYAN RUSSELL PARKETTE,Park,250 Avenue Rd,M5R 1W9,43.67737,-79.3981,0.0,0,,95,Annex
L'AMOREAUX NORTH PARK,Park,1900 McNicoll Ave,M1V 5E9,43.8114,-79.3045,1.0,0,,116,Steeles
VALECREST PARK,Park,125 Valecrest Dr,M9A 4P7,43.67279,-79.5204,0.0,0,,9,Edenbridge-Humber Valley
TANIS CRES WOODLOT,Park,30 Tanis Cres,M1C 4Z8,43.78641,-79.1635,0.0,0,,133,Centennial Scarborough
HAVENDALE PARK,Park,5 Belgreen Ave,M1S 1G3,43.79295,-79.2884,0.0,0,,118,Tam O'Shanter-Sullivan
KING GEORGES - KEELE PARKETTE,Park,KING GEORGE'S DR,M6M 2G9,43.69517,-79.4779,0.0,0,,112,Beechborough-Greenbrook
JACK EVELYN WIGGINS PARK,Park,51 Leitch Ave,M3J 3P3,43.7679,-79.4967,0.0,0,,27,York University Heights
BRIARCREST PARK,Park,68 Wellesworth Dr,M9C 4R3,43.66587,-79.5811,0.0,0,,11,Eringate-Centennial-West Deane
DONALDA PARK,Park,80 Donalda Cres,M1S 1N9,43.79057,-79.2836,0.0,0,,128,Agincourt South-Malvern West
BROOKS ROAD PARK,Park,51 Keeler Blvd,M1E 0B6,43.79276,-79.2064,0.0,0,,135,Morningside
MIMICO WATERFRONT PARK,Park,29 Norris Cres,M8V 1S3,43.61084,-79.4871,0.0,0,,161,Humber Bay Shores
ANETA CIRCLE PARKETTE,Park,184 Newton Dr,M2M 2N6,43.79472,-79.4045,0.0,0,,50,Newtonbrook East
IROQUOIS PARK,Park,295 Chartland Blvd S,M1S 3P4,43.8039,-79.2693,1.0,0,,129,Agincourt North
SAWLEY BANSTOCK GREENBELT,Park,6 Banstock Dr,M2K 2H6,43.78961,-79.386,0.0,0,,49,Bayview Woods-Steeles
NORTH AGINCOURT PARK,Park,61 Moran Rd,M1S 2J2,43.79648,-79.2748,0.0,0,,128,Agincourt South-Malvern West
PORT UNION WATERFRONT PARK,Park,175 Chesterton Shores,M1C 1S8,43.78375,-79.1264,0.0,0,,143,West Rouge
ROCKFORD PARK,Park,70 Rockford Rd,M2R 3A7,43.78549,-79.4532,0.0,0,,35,Westminster-Branson
60 BROADWAY AVE PARK,Park,60 Broadway Ave,M4P 1T4,43.71042,-79.3958,0.0,0,,173,North Toronto
CHARLES CACCIA PARK,Park,348 Nairn Ave,M6E 4H8,43.68837,-79.4539,0.0,0,,109,Caledonia-Fairbank
GIDEON PARKETTE,Park,16 Gideon Crt,M2H 3R3,43.79677,-79.3625,0.0,0,,48,Hillcrest Village
SANTA CHIARA PARKETTE - ANNE MARIE D'AMICO SQUARE,Park,1114 St Clair Ave W,M6E 1B1,43.67864,-79.4412,0.0,0,,92,Corso Italia-Davenport
LION'S GATE PARK,Park,58 Waterford Dr,M9R 2N6,43.68084,-79.5418,0.0,0,,7,Willowridge-Martingrove-Richview
PICASSO PARK,Park,9 Picasso Rd,M1B 6A5,43.80191,-79.1792,0.0,0,,143,West Rouge
BERNER TRAIL PARK,Park,45 Nahanni Ter,M1B 1B7,43.80174,-79.2238,0.0,0,,145,Malvern West
STEPHEN LEACOCK PARK,Park,2530 Birchmount Rd,M1T 2M5,43.78768,-79.3021,0.0,0,,118,Tam O'Shanter-Sullivan
HUBBARD PARK,Park,550 Gerrard St E,M4M 1X7,43.66536,-79.3544,0.0,0,,68,North Riverdale
GUSTAV PARKETTE,Park,45 Gustav Cres,M2M 4G9,43.78908,-79.3961,0.0,0,,50,Newtonbrook East
BOWAN COURT PARKETTE,Park,12 Bowan Crt,M2K 3A8,43.79554,-79.3928,0.0,0,,49,Bayview Woods-Steeles
PINTO PARK,Park,23 Pinto Dr,M2J 3T9,43.79141,-79.3404,0.0,0,,46,Pleasant View
WIDDICOMBE HILL PARK,Park,31 Widdicombe Hill,M9R 0P4,43.67902,-79.5495,0.0,0,,7,Willowridge-Martingrove-Richview
CORKTOWN COMMON,Park,155 Bayview Ave,M5A 0M4,43.65474,-79.3524,1.0,0,,166,St Lawrence-East Bayfront-The Islands
SHALLMAR PARKETTE,Park,13 Shallmar Blvd,M5N 1J7,43.70393,-79.4238,0.0,0,,102,Forest Hill North
CANDLEBROOK CRESCENT PARK,Park,13 Candlebrook Cres,M1W 4B3,43.8029,-79.3247,0.0,0,,147,L'Amoreaux West
HORSHAM PARKETTE,Park,159 Horsham Ave,M2N 2A3,43.77265,-79.4227,0.0,0,,37,Willowdale West
MAPLEHURST PARK,Park,296 Maplehurst Ave,M2N 3C4,43.76551,-79.3978,0.0,0,,152,East Willowdale
ELLERSLIE PARK,Park,499 Ellerslie Ave,M2R 1C3,43.76558,-79.4395,0.0,0,,37,Willowdale West
GODSTONE PARK,Park,45 Godstone Rd,M2J 3C8,43.78313,-79.3477,0.0,0,,47,Don Valley Village
FESTIVAL PARK,Park,200 Fisherville Rd,M2R 3C5,43.7879,-79.4588,0.0,0,,35,Westminster-Branson
CUDMORE CREEK PARK,Park,250 Manor Rd E,M4S 1R8,43.70532,-79.3852,0.0,0,,99,Mount Pleasant East
SHEPPARD EAST PARK,Park,229 Glendora Ave,M2N 2W6,43.7622,-79.3948,0.0,0,,153,Avondale
TOTTENHAM PARKETTE,Park,16 Tottenham Rd,M3C 2J4,43.73124,-79.3546,0.0,0,,42,Banbury-Don Mills
JAMES GARDENS,Park,99 Edenbridge Dr,M9A 3G4,43.67138,-79.5161,1.0,0,,9,Edenbridge-Humber Valley
KITCHENER PARK,Park,20 Lorraine Ave,M1K 4K9,43.73166,-79.2535,0.0,0,,124,Kennedy Park
GREEN MEADOWS PARK - NORTH YORK,Park,100 Green Meadows Crcl,M2J 5G7,43.78719,-79.3663,0.0,0,,47,Don Valley Village
KING/QUEEN TRIANGLE,Park,555 Queen St E,M5A 3N9,43.65731,-79.3561,0.0,0,,73,Moss Park
RIVERSIDE COMMON PARK,Park,657 Queen St E,M4M 1G4,43.65824,-79.3517,0.0,0,,70,South Riverdale
WOODLANDS PARK,Park,19 Reesor Rd,M1X 1R5,43.84802,-79.1997,0.0,0,,144,Morningside Heights
CASWELL PARK,Park,18 Caswell Dr,M2M 3L9,43.79632,-79.4022,0.0,0,,50,Newtonbrook East
CHARTLAND PARK,Park,99 Chartland Blvd S,M1S 2R7,43.7998,-79.2794,0.0,0,,129,Agincourt North
CUMMER PARK,Park,823 Cummer Ave,M2H 2T4,43.79956,-79.3731,0.0,0,,49,Bayview Woods-Steeles
DR. DANIEL HILL PARK,Park,25 Cassandra Blvd,M3A 1S5,43.74856,-79.3275,0.0,0,,149,Parkwoods-O'Connor Hills
YORKWOODS PARK,Park,20 Yorkwoods Gt,M3N 1J8,43.75151,-79.5142,0.0,0,,25,Glenfield-Jane Heights
CANADIAN UKRAINIAN MEMORIAL PARK,Park,425 Scarlett Rd,M9A 4L3,43.68497,-79.5114,0.0,0,,8,Humber Heights-Westmount
EAST TORONTO ATHLETIC FIELD,Park,175 Main St,M4E 2W2,43.68461,-79.2993,0.0,0,,62,East End Danforth
ROXBOROUGH PARKETTE,Park,30 Roxborough Dr,M4W 1X1,43.6812,-79.3819,0.0,0,,98,Rosedale-Moore Park
ALEX MURRAY PARKETTE,Park,107 Crescent Rd,M4W 1T7,43.67827,-79.3828,0.0,0,,98,Rosedale-Moore Park
GOLDHAWK PARK,Park,250 Goldhawk Trl,M1V 3W2,43.82331,-79.2817,0.0,0,,130,Milliken
AUDRELANE PARK,Park,60 Audrelane Crt,M1V 3S4,43.82249,-79.2889,0.0,0,,130,Milliken
HOPTREE PARK,Park,15 Hoptree Ave,M1X 1Y3,43.82262,-79.2204,0.0,0,,144,Morningside Heights
HERON PARK,Park,292 Manse Rd,M1E 3V4,43.76886,-79.1769,1.0,0,,136,West Hill
FRANK STOLLERY PARKETTE,Park,1 Davenport Rd,M5R 1H2,43.67271,-79.3884,0.0,0,,95,Annex
WELLESLEY - MAGILL PARK,Park,125 Homewood Ave,M4Y 2J3,43.66752,-79.3759,0.0,0,,74,North St. James Town
JAMES CANNING GARDENS,Park,15 Gloucester St,M4Y 1L8,43.66659,-79.3843,0.0,0,,167,Church-Wellesley
JOSEPH SHEARD PARKETTE,Park,11 Granby St,M5B 1H8,43.66049,-79.3819,0.0,0,,168,Downtown Yonge East
THE DOCTORS' PARKETTE,Park,350 College St,M5T 3A9,43.6575,-79.4039,0.0,0,,79,University
DAVID A. BALFOUR PARK,Park,75 Rosehill Ave,M4T 1G4,43.6869,-79.3892,1.0,0,,98,Rosedale-Moore Park
SNIDER PARKETTE,Park,2 Lytton Blvd,M4R 1L1,43.71649,-79.4011,0.0,0,,103,Lawrence Park South
BRANDON AVENUE PARKETTE,Park,2 Brandon Ave,M6H 2C9,43.6706,-79.4403,0.0,0,,171,Junction-Wallace Emerson
MAJOR ABBAS ALI PARK,Park,180 McLevin Ave,M1B 6H7,43.80353,-79.2313,1.0,0,,145,Malvern West
CHARTWELL PARK,Park,99 Kenhatch Blvd,M1S 4J7,43.80527,-79.2631,0.0,0,,129,Agincourt North
ALAMOSA PARK,Park,111 Alamosa Dr,M2J 2N8,43.78232,-79.3697,0.0,0,,52,Bayview Village
KNOTT PARK,Park,1 A Deblyn Dr,M1S 1J4,43.79806,-79.2917,0.0,0,,148,East L'Amoreaux
CYNTHIA LAI PARK,Park,1051 Progress Ave,M1B 1Z9,43.79204,-79.2338,0.0,0,,146,Malvern East
LUCY TOT LOT,Park,2 Sneath Ave,M1L 2V1,43.69084,-79.2856,0.0,0,,121,Oakridge
KENWORTHY PARK,Park,2 A Kenworthy Ave,M1L 3B2,43.69058,-79.2832,0.0,0,,121,Oakridge
GLEDHILL PARK,Park,125 Gledhill Ave,M4C 5K8,43.69085,-79.3101,0.0,0,,60,Woodbine-Lumsden
EGLINTON - GILBERT PARKETTE,Park,504 Gilbert Ave,M6E 4X5,43.69219,-79.4637,0.0,0,,109,Caledonia-Fairbank
RIDGEWOOD PARKETTE,Park,24 Ridgewood Rd,M5P 1T5,43.69157,-79.4215,0.0,0,,101,Forest Hill South
TADDLE CREEK PARK,Park,40 Bedford Rd,M5R 2J9,43.66986,-79.3984,0.0,0,,95,Annex
RENNIE PARK,Park,1 Rennie Ter,M6S 3C6,43.64508,-79.4746,1.0,0,,87,High Park-Swansea
CRONIN PARK,Park,34 Lorene Dr,M9B 1Y4,43.64533,-79.5561,0.0,0,,158,Islington
CLARENCE SQUARE PARK,Park,25 Clarence Sq,M5V 1H1,43.64444,-79.3937,0.0,0,,164,Wellington Place
ROSEDALE RAVINE LANDS,Park,450 Bloor St E,M4W 1J1,43.67271,-79.3762,0.0,0,,98,Rosedale-Moore Park
CAIRNS AVENUE PARKETTE,Park,93 Cairns Ave,M4L 1X6,43.67163,-79.3158,0.0,0,,64,Woodbine Corridor
COLONY PARK,Park,2100 Martin Grove Rd,M9V 3T3,43.74663,-79.5973,0.0,0,,1,West Humber-Clairville
LA ROSE PARK,Park,65 La Rose Ave,M9P 3T2,43.68569,-79.5179,0.0,0,,8,Humber Heights-Westmount
CHARLES BRERETON PARK,Park,306 Oakwood Ave,M6E 2V6,43.68504,-79.4382,0.0,0,,107,Oakwood Village
CY TOWNSEND PARK,Park,455 Winona Dr,M6C 3T4,43.68943,-79.4353,0.0,0,,107,Oakwood Village
ST. ALBAN'S SQUARE,Park,90 Howland Ave,M5R 3B5,43.66859,-79.4101,0.0,0,,95,Annex
MAPLE LEAF FOREVER PARK,Park,62 Laing St,M4L 2N2,43.66321,-79.3273,0.0,0,,65,Greenwood-Coxwell
IVAN FORREST GARDENS,Park,131 Glen Manor Dr,M4E 2X6,43.67218,-79.2927,0.0,0,,63,The Beaches
YONGE BOULEVARD PARKETTE,Park,3444 Yonge St,M4N 2M9,43.73404,-79.4049,0.0,0,,105,Lawrence Park North
MEMORIAL GARDENS PARK,Park,850 Coxwell Ave,M4C 5R1,43.69099,-79.3279,0.0,0,,59,Danforth-East York
LORING - WYLE PARKETTE,Park,276 St Clair Ave E,M4T 1P4,43.69067,-79.3832,0.0,0,,98,Rosedale-Moore Park
LOGAN GREEN FIELD,Park,921 Logan Ave,M4K 3E3,43.6789,-79.3494,0.0,0,,67,Playter Estates-Danforth
GREEN MEADOWS PARK - ETOBICOKE YORK,Park,20 Newstead Rd,M9P 3G3,43.68572,-79.5345,0.0,0,,7,Willowridge-Martingrove-Richview
WOOLNER PARK,Park,735 Jane St,M6N 4B3,43.67116,-79.4928,0.0,0,,111,Rockcliffe-Smythe
SYMES - VIELLA PARKETTE,Park,66 Symes Rd,M6N 5C9,43.67147,-79.4783,0.0,0,,90,Junction Area
CHANDOS PARK SOUTH,Park,19 Chandos Ave,M6H 2E6,43.67087,-79.4413,0.0,0,,171,Junction-Wallace Emerson
HOME SMITH PARK,Park,4101 Dundas St W,M6S 4Z5,43.66221,-79.5058,1.0,0,,15,Kingsway South
LAMBETH CRESCENT PARKETTE,Park,27 Lambeth Cres,M9A 3A6,43.66249,-79.5223,0.0,0,,9,Edenbridge-Humber Valley
BROADACRES PARK,Park,35 Crendon Dr,M9C 3G6,43.64721,-79.5715,0.0,0,,13,Etobicoke West Mall
OSLER PLAYGROUND,Park,123 Argyle St,M6J 1N9,43.6463,-79.4221,0.0,0,,81,Trinity-Bellwoods
BIRCHVIEW BOULEVARD PARKETTE,Park,38 Birchview Blvd,M8X 1H6,43.6475,-79.5153,0.0,0,,15,Kingsway South
EDWARDS GARDENS,Park,755 Lawrence Ave E,M3C 1P2,43.73415,-79.3594,1.0,0,,42,Banbury-Don Mills
DUNDAS - ST.CLARENS PARKETTE,Park,1717 Dundas St W,M6K 1V4,43.64987,-79.4388,0.0,0,,84,Little Portugal
KINGSWAY GATE PARKETTE,Park,2 The Kingsway,M8X 2T1,43.65014,-79.4998,0.0,0,,15,Kingsway South
CARSBROOKE PARK,Park,415 Renforth Dr,M9C 2M3,43.64707,-79.577,0.0,0,,13,Etobicoke West Mall
DAVID CAPLAN PARK,Park,125 Consumers Rd,M2J 1J0,43.77412,-79.3322,0.0,0,,53,Henry Farm
GEARY AVENUE PARKETTE,Park,15 Geary Ave,M6H 2B3,43.67119,-79.4301,0.0,0,,94,Wychwood
OAK STREET PARKETTE,Park,36 Oak St,M5A 2C6,43.66127,-79.3648,0.0,0,,72,Regent Park
REGENT PARK BOULEVARD PARK,Park,81 Regent Park Blvd,M5A 0K7,43.66027,-79.3616,0.0,0,,72,Regent Park
BLOORDALE PARK NORTH,Park,20 Toledo Rd,M9C 2H3,43.63916,-79.5734,0.0,0,,12,Markland Wood
MARGARET FAIRLEY PARK,Park,100 Brunswick Ave,M5S 2M2,43.66034,-79.4055,0.0,0,,79,University
SUNNYBROOK PARKETTE,Park,25 Sunnybrook Rd,M6S 1G3,43.64536,-79.4826,0.0,0,,87,High Park-Swansea
LOUISE RUSSO PARK,Park,42 Flindon Rd,M9M 1J2,43.72131,-79.5409,0.0,0,,23,Pelmo Park-Humberlea
SERENA GUNDY PARK,Park,58 Rykert Cres,M4G 2S9,43.71856,-79.3584,1.0,0,,56,Leaside-Bennington
STRATHBURN PARK,Park,55 Strathburn Blvd,M9M 2K7,43.72209,-79.5332,0.0,0,,23,Pelmo Park-Humberlea
GAMBLE PLAYGROUND,Park,150 Gamble Ave,M4J 2P3,43.69107,-79.347,0.0,0,,58,Old East York
FINCH - HUMBERLINE SPORTSFIELDS,Park,95 Humberline Dr,M9W 7H3,43.73307,-79.6172,0.0,0,,1,West Humber-Clairville
GREENBELT PARK,Park,25 Jessie Dr,M3C 4C2,43.73052,-79.3344,0.0,0,,42,Banbury-Don Mills
SMYTHE PARK,Park,61 Black Creek Blvd,M6N 2K6,43.67613,-79.5,1.0,0,,111,Rockcliffe-Smythe
ZORRA PARK,Park,28 Zorra St,M8Z 4Z7,43.62039,-79.522,0.0,0,,159,Etobicoke City Centre
KENNEDY - LAWRENCE PARKETTE,Park,60 Mike Myers Dr,M1P 5G8,43.74822,-79.2737,0.0,0,,126,Dorset Park
MAIDAVALE PARK,Park,1031 Birchmount Rd,M1K 1S1,43.73309,-79.2787,0.0,0,,125,Ionview
KNIGHTSWOOD RD PARK,Park,40 Knightswood Rd,M4N 2H1,43.73956,-79.391,0.0,0,,41,Bridle Path-Sunnybrook-York Mills
MOCCASIN TRAIL PARK,Park,55 Green Belt Dr,M3C 1L8,43.73288,-79.3329,0.0,0,,42,Banbury-Don Mills
HORTON PARK,Park,15 Oswego Rd,M1J 2E2,43.73681,-79.2431,0.0,0,,138,Eglinton East
BEN NOBLEMAN PARK,Park,1075 Eglinton Ave W,M6C 2E1,43.69864,-79.4353,0.0,0,,106,Humewood-Cedarvale
FOUR OAKS GATE PARK,Park,388 A O'Connor Dr,M4J 2W1,43.69645,-79.3375,0.0,0,,58,Old East York
BUDAPEST PARK,Park,1575 Lake Shore Blvd W,M6K 3C1,43.63684,-79.4464,1.0,0,,85,South Parkdale
CLOSE AVENUE PARKETTE,Park,116 Close Ave,M6K 2V3,43.63712,-79.4349,0.0,0,,85,South Parkdale
DAVENPORT VILLAGE PARK,Park,18 Foundry Ave,M6H 4L1,43.66971,-79.4494,0.0,0,,171,Junction-Wallace Emerson
JOSEPH BANNON PARK,Park,65 Mary Chapman Blvd,M9M 0B3,43.73237,-79.535,0.0,0,,23,Pelmo Park-Humberlea
KENASTON PARK,Park,573 Sheppard Ave E,M2K 0E9,43.76705,-79.3858,0.0,0,,52,Bayview Village
BLOORDALE PARK SOUTH,Park,230 Renforth Dr,M9C 2K9,43.63583,-79.5682,0.0,0,,12,Markland Wood
ORDNANCE PARK,Park,10 Ordnance St,M6K 0H5,43.63925,-79.4085,0.0,0,,163,Fort York-Liberty Village
CHARLES SAURIOL CONSERVATION AREA,Park,1191 Lawrence Ave E,M3A 2H9,43.73926,-79.3286,0.0,0,,43,Victoria Village
PHIL GIVENS PARK,Park,99 Caribou Rd,M5N 2B1,43.71945,-79.4211,0.0,0,,39,Bedford Park-Nortown
VILLAGE OF YORKVILLE PARK,Park,115 Cumberland St,M5R 1A6,43.67004,-79.3917,0.0,0,,95,Annex
WEST DEANE PARK Outdoor Rink,Park,376 Martin Grove RD,M9B 4L9,43.66163,-79.5574,1.0,0,,11,Eringate-Centennial-West Deane
West Deane Park Outdoor Pool,Recreation Centre,19 Sedgebrook Cres,M9B 2X2,43.66074,-79.5616,1.0,0,,11,Eringate-Centennial-West Deane
West Deane Park,Park,400 Martin Grove Road,M9B 4L9,43.6633,-79.5591,1.0,0,,11,Eringate-Centennial-West Deane
BRISTOL AVENUE PARKETTE WEST,Park,30 Bristol Ave,M6H 3J9,43.67063,-79.4388,0.0,0,,171,Junction-Wallace Emerson
MILLSTONE PARKETTE,Park,1 Plymbridge Rd,M2P 1A2,43.73847,-79.4007,0.0,0,,41,Bridle Path-Sunnybrook-York Mills
BEATY AVENUE PARKETTE,Park,66 Beaty Ave,M6K 3B4,43.63841,-79.4409,0.0,0,,85,South Parkdale
DUFFERIN - KING PARK,Park,256 Dufferin St,M6K 1Z4,43.63817,-79.4275,0.0,0,,85,South Parkdale
20 CASTLEFIELD AVE PARK,Park,20 Castlefield Ave,M4R 1G3,43.71188,-79.4005,0.0,0,,100,Yonge-Eglinton
LAKEVIEW AVENUE PARKETTE,Park,1208 Dundas St W,M6J 1X5,43.64953,-79.4229,0.0,0,,81,Trinity-Bellwoods
CASTLEFIELD PARKETTE,Park,621 Castlefield Ave,M5N 1L9,43.70654,-79.4242,0.0,0,,102,Forest Hill North
BRISTOL AVENUE PARKETTE EAST,Park,25 Bristol Ave,M6H 3J8,43.67055,-79.4381,0.0,0,,171,Junction-Wallace Emerson
PRINCESS MARGARET PARK,Park,1297 Kipling Ave,M9B 3N6,43.66554,-79.545,0.0,0,,10,Princess-Rosethorn
HIDEAWAY PARK,Park,23 Audley Ave,M4M 1P5,43.66504,-79.3379,0.0,0,,70,South Riverdale
HARTFIELD COURT PARKETTE,Park,50 Hartfield Crt,M9A 3E3,43.66739,-79.5236,0.0,0,,9,Edenbridge-Humber Valley
JOSEPH WORKMAN PARK,Park,90 Shank St,M6J 3T5,43.64195,-79.4169,0.0,0,,162,West Queen West
THOMPSON STREET PARKETTE,Park,120 Broadview Ave,M4M 2E9,43.65938,-79.3504,0.0,0,,70,South Riverdale
ELM PARK - YORK,Park,54 Elm St,M9N 3C9,43.70631,-79.5161,0.0,0,,113,Weston
NORTHEND PARKETTE,Park,2393 Weston Rd,M9N 1Z8,43.7067,-79.5326,0.0,0,,113,Weston
BATHURST QUAY COMMON,Park,1 Eireann Quay,M5V 0R7,43.6345,-79.3972,0.0,0,,165,Harbourfront-CityPlace
ARLINGTON PARKETTE,Park,460 Arlington Ave,M6C 3A2,43.69151,-79.4334,0.0,0,,106,Humewood-Cedarvale
ETIENNE BRULE PARK,Park,13 Crosby Ave,M6S 2P8,43.66104,-79.5005,1.0,0,,114,Lambton Baby Point
MAGWOOD PARK,Park,2 Pasadena Gdns,M6S 4R5,43.65763,-79.498,0.0,0,,114,Lambton Baby Point
GRAFTON AVENUE PARK,Park,23 Roncesvalles Ave,M6R 2K2,43.6395,-79.4461,0.0,0,,86,Roncesvalles
EVERGREEN GARDENS PARK,Park,23 Evergreen Gdns,M4G 1C4,43.69564,-79.3725,0.0,0,,56,Leaside-Bennington
TAYLOR CREEK PARK,Park,260 Dawes Rd,M4B 2E2,43.69702,-79.2977,1.0,0,,54,O`Connor Parkview
WINCOTT PARK,Park,86 Northcrest Rd,M9R 1R4,43.69446,-79.5496,0.0,0,,6,Kingsview Village-The Westway
MOORE PARK RAVINE,Park,205 Moore Ave,M4T 1V8,43.69473,-79.3804,0.0,0,,98,Rosedale-Moore Park
GREEN HILLS PARK,Park,1 A Paulson Rd,M6M 2H2,43.69478,-79.479,0.0,0,,112,Beechborough-Greenbrook
SENTINEL PARK,Park,295 Sentinel Rd,M3J 1T8,43.75523,-79.4998,0.0,0,,27,York University Heights
SECORD PARK,Park,8 Secord Ave,M4C 5M4,43.69317,-79.3007,0.0,0,,61,Taylor Massey
DAVID PECAUT SQUARE,Park,215 King St W,M5V 1H8,43.64695,-79.3876,0.0,0,,164,Wellington Place
JOLLY WAY PARK,Park,965 Ellesmere Rd,M1P 0E2,43.76582,-79.2783,0.0,0,,126,Dorset Park
GREENWOOD PARK,Park,150 Greenwood Ave,M4L 2P8,43.66949,-79.3292,1.0,0,,70,South Riverdale
JOSEPH TOUGH PARK,Park,246 Davenport Rd,M5R 1J6,43.67472,-79.3978,0.0,0,,95,Annex
Otter Creek Centre Outdoor Rink Washroom,Recreation Centre,140 Cheritan Ave,M4R 1S8,43.72142,-79.4098,1.0,0,,103,Lawrence Park South
COLONEL SAMUEL SMITH PARK,Park,3145 Lake Shore Blvd W,M8V 1L4,43.5981,-79.5153,0.0,0,,18,New Toronto
COLUMBUS PARKETTE,Park,1985 Dundas St W,M6R 1W7,43.65118,-79.4459,0.0,0,,86,Roncesvalles
MARKET LANE PARK,Park,149 King St E,M5C 1G6,43.65008,-79.3726,0.0,0,,168,Downtown Yonge East
MERRILL PARK,Park,5 Merrill Ave,M9N 1H1,43.7032,-79.506,0.0,0,,113,Weston
PARLIAMENT SQUARE PARK,Park,44 Parliament St,M5A 1L3,43.6499,-79.3625,0.0,0,,166,St Lawrence-East Bayfront-The Islands
HOLMES PARK,Park,25 HOLMES AVE,M2N 0L4,43.7781,-79.413,0.0,0,,151,Yonge-Doris
MAIN SEWAGE TREATMENT PLAYGROUND,Park,1091 Eastern Ave,M4L 1A8,43.66414,-79.3174,0.0,0,,63,The Beaches
WYNFORD PARK,Park,1 Mcdonald's Pl,M3C 3L4,43.72762,-79.3289,0.0,0,,42,Banbury-Don Mills
GUILD PARK AND GARDENS,Park,201 Guildwood Pkwy,M1E 1P5,43.74772,-79.1917,1.0,0,,140,Guildwood
DONNYBROOK PARK,Park,43 Loyalist Rd,M9A 3P2,43.65319,-79.5208,0.0,0,,15,Kingsway South
JACKSON PARKETTE,Park,104 The Kingsway,M8X 2T8,43.65286,-79.5109,0.0,0,,15,Kingsway South
LINKWOOD LANE PARK,Park,10 Linkwood Lane,M3C 3E7,43.71241,-79.3238,0.0,0,,44,Flemingdon Park
KIMBARK - COLDSTREAM RAVINE,Park,65 Coldstream Ave,M5N 1X7,43.71732,-79.4165,0.0,0,,103,Lawrence Park South
PARKDALE AMPHITHEATRE,Park,1258 QUEEN ST W,M6J 0B4,43.64236,-79.4291,0.0,0,,86,Roncesvalles
MONSIGNOR FRASER COLLEGE PARK,Park,700 Markham St,M6G 2M3,43.66726,-79.4138,0.0,0,,95,Annex
34 HANNA AVENUE PARK,Park,34 HANNA AVE,M6K 0B7,43.63796,-79.4196,0.0,0,,163,Fort York-Liberty Village
FLORA VOISEY PARK,Park,67 Yachters Lane,M8V 4C6,43.62124,-79.4848,0.0,0,,160,Mimico-Queensway
VILLAGE GREEN PARK,Park,925 Albion Rd,M9V 1A6,43.73548,-79.5626,1.0,0,,3,Thistletown-Beaumond Heights
CLOUD GARDENS,Park,14 Temperance St,M5H 1Y4,43.65109,-79.3797,0.0,0,,170,Yonge-Bay Corridor
HILLSDALE AVENUE PARK,Park,33 Soudan Ave,M4S 1V5,43.70442,-79.3967,0.0,0,,174,South Eglinton-Davisville
KENWAY PARK,Park,3431 Bloor St W,M9A 1A2,43.64374,-79.5261,0.0,0,,159,Etobicoke City Centre
KENNEDY - MARGDON PARKETTE,Park,24 Kennedy Park Rd,M6P 3H2,43.65241,-79.4727,0.0,0,,88,High Park North
EAST MALL PARK,Park,355 The East Mall,M9B 3Z7,43.64254,-79.5574,0.0,0,,158,Islington
MASSEY HARRIS PARK,Park,945 King St W,M6K 3M8,43.64149,-79.4134,0.0,0,,162,West Queen West
LOVE PARK,Park,96 Queens Quay W,M5J 0B8,43.64061,-79.3798,0.0,0,,166,St Lawrence-East Bayfront-The Islands
FAIRFIELD PARK,Park,90 Lothian Ave,M8Z 4K5,43.63858,-79.5189,0.0,0,,16,Stonegate-Queensway
GEORGE CHATER PARKETTE,Park,465 Windermere Ave,M6S 1P3,43.65073,-79.4803,0.0,0,,89,Runnymede-Bloor West Village
WOBURN PARK - SCARBOROUGH,Park,50 Dormington Dr,M1G 3N1,43.78158,-79.2265,0.0,0,,142,Woburn North
OATES PARK,Park,10 Oates Dr,M1L 0A9,43.70451,-79.2739,0.0,0,,120,Clairlea-Birchmount
OLD FOREST HILL PARKETTE,Park,51 Forest Hill Rd,M4V,43.68833,-79.4039,0.0,0,,96,Casa Loma
BANBURY Community Centre & PARK,Park,120 Banbury Rd,M3B 2L3,43.74284,-79.3695,1.0,0,,42,Banbury-Don Mills
